"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001EA","S1903_C01_001M","S1903_C01_001MA","S1903_C02_001E","S1903_C02_001M","S1903_C02_001MA","S1903_C02_001EA","S1903_C01_002E","S1903_C01_002M","S1903_C01_002MA","S1903_C01_002EA","S1903_C02_002E","S1903_C02_002EA","S1903_C02_002M","S1903_C02_002MA","S1903_C01_003E","S1903_C01_003M","S1903_C01_003MA","S1903_C01_003EA","S1903_C02_003E","S1903_C02_003EA","S1903_C02_003M","S1903_C02_003MA","S1903_C01_004E","S1903_C01_004EA","S1903_C01_004M","S1903_C01_004MA","S1903_C02_004E","S1903_C02_004M","S1903_C02_004MA","S1903_C02_004EA","S1903_C01_005E","S1903_C01_005EA","S1903_C01_005M","S1903_C01_005MA","S1903_C02_005E","S1903_C02_005M","S1903_C02_005MA","S1903_C02_005EA","S1903_C01_006E","S1903_C01_006EA","S1903_C01_006M","S1903_C01_006MA","S1903_C02_006E","S1903_C02_006M","S1903_C02_006MA","S1903_C02_006EA","S1903_C01_007E","S1903_C01_007M","S1903_C01_007MA","S1903_C01_007EA","S1903_C02_007E","S1903_C02_007EA","S1903_C02_007M","S1903_C02_007MA","S1903_C01_008E","S1903_C01_008M","S1903_C01_008MA","S1903_C01_008EA","S1903_C02_008E","S1903_C02_008EA","S1903_C02_008M","S1903_C02_008MA","S1903_C01_009E","S1903_C01_009M","S1903_C01_009MA","S1903_C01_009EA","S1903_C02_009E","S1903_C02_009M","S1903_C02_009MA","S1903_C02_009EA","S1903_C01_010E","S1903_C01_010EA","S1903_C01_010M","S1903_C01_010MA","S1903_C02_010E","S1903_C02_010M","S1903_C02_010MA","S1903_C02_010EA","S1903_C01_011E","S1903_C01_011EA","S1903_C01_011M","S1903_C01_011MA","S1903_C02_011E","S1903_C02_011M","S1903_C02_011MA","S1903_C02_011EA","S1903_C01_012E","S1903_C01_012EA","S1903_C01_012M","S1903_C01_012MA","S1903_C02_012E","S1903_C02_012EA","S1903_C02_012M","S1903_C02_012MA","S1903_C01_013E","S1903_C01_013EA","S1903_C01_013M","S1903_C01_013MA","S1903_C02_013E","S1903_C02_013M","S1903_C02_013MA","S1903_C02_013EA","S1903_C01_014E","S1903_C01_014M","S1903_C01_014MA","S1903_C01_014EA","S1903_C02_014E","S1903_C02_014EA","S1903_C02_014M","S1903_C02_014MA","S1903_C01_015E","S1903_C01_015EA","S1903_C01_015M","S1903_C01_015MA","S1903_C02_015E","S1903_C02_015EA","S1903_C02_015M","S1903_C02_015MA","S1903_C01_016E","S1903_C01_016EA","S1903_C01_016M","S1903_C01_016MA","S1903_C02_016E","S1903_C02_016EA","S1903_C02_016M","S1903_C02_016MA","S1903_C01_017E","S1903_C01_017M","S1903_C01_017MA","S1903_C01_017EA","S1903_C02_017E","S1903_C02_017EA","S1903_C02_017M","S1903_C02_017MA","S1903_C01_018E","S1903_C01_018M","S1903_C01_018MA","S1903_C01_018EA","S1903_C02_018E","S1903_C02_018M","S1903_C02_018MA","S1903_C02_018EA","S1903_C01_019E","S1903_C01_019M","S1903_C01_019MA","S1903_C01_019EA","S1903_C02_019E","S1903_C02_019EA","S1903_C02_019M","S1903_C02_019MA","S1903_C01_020E","S1903_C01_020M","S1903_C01_020MA","S1903_C01_020EA","S1903_C02_020E","S1903_C02_020M","S1903_C02_020MA","S1903_C02_020EA","S1903_C01_021E","S1903_C01_021EA","S1903_C01_021M","S1903_C01_021MA","S1903_C02_021E","S1903_C02_021M","S1903_C02_021MA","S1903_C02_021EA","S1903_C01_022E","S1903_C01_022EA","S1903_C01_022M","S1903_C01_022MA","S1903_C02_022E","S1903_C02_022EA","S1903_C02_022M","S1903_C02_022MA","S1903_C01_023E","S1903_C01_023EA","S1903_C01_023M","S1903_C01_023MA","S1903_C02_023E","S1903_C02_023EA","S1903_C02_023M","S1903_C02_023MA","S1903_C01_024E","S1903_C01_024M","S1903_C01_024MA","S1903_C01_024EA","S1903_C02_024E","S1903_C02_024EA","S1903_C02_024M","S1903_C02_024MA","S1903_C01_025E","S1903_C01_025M","S1903_C01_025MA","S1903_C01_025EA","S1903_C02_025E","S1903_C02_025EA","S1903_C02_025M","S1903_C02_025MA","S1903_C01_026E","S1903_C01_026EA","S1903_C01_026M","S1903_C01_026MA","S1903_C02_026E","S1903_C02_026EA","S1903_C02_026M","S1903_C02_026MA","S1903_C01_027E","S1903_C01_027EA","S1903_C01_027M","S1903_C01_027MA","S1903_C02_027E","S1903_C02_027EA","S1903_C02_027M","S1903_C02_027MA","S1903_C01_028E","S1903_C01_028M","S1903_C01_028MA","S1903_C01_028EA","S1903_C02_028E","S1903_C02_028M","S1903_C02_028MA","S1903_C02_028EA","S1903_C01_029E","S1903_C01_029M","S1903_C01_029MA","S1903_C01_029EA","S1903_C02_029E","S1903_C02_029EA","S1903_C02_029M","S1903_C02_029MA","S1903_C01_030E","S1903_C01_030M","S1903_C01_030MA","S1903_C01_030EA","S1903_C02_030E","S1903_C02_030EA","S1903_C02_030M","S1903_C02_030MA",
"Geography","Geographic Area Name","Total!!Estimate!!Households","Annotation of Total!!Estimate!!Households","Total!!Margin of Error!!Households","Annotation of Total!!Margin of Error!!Households","Median income (dollars)!!Estimate!!Households","Median income (dollars)!!Margin of Error!!Households","Annotation of Median income (dollars)!!Margin of Error!!Households","Annotation of Median income (dollars)!!Estimate!!Households","Total!!Estimate!!Households!!One race!!White","Total!!Margin of Error!!Households!!One race!!White","Annotation of Total!!Margin of Error!!Households!!One race!!White","Annotation of Total!!Estimate!!Households!!One race!!White","Median income (dollars)!!Estimate!!Households!!One race!!White","Annotation of Median income (dollars)!!Estimate!!Households!!One race!!White","Median income (dollars)!!Margin of Error!!Households!!One race!!White","Annotation of Median income (dollars)!!Margin of Error!!Households!!One race!!White","Total!!Estimate!!Households!!One race!!Black or African American","Total!!Margin of Error!!Households!!One race!!Black or African American","Annotation of Total!!Margin of Error!!Households!!One race!!Black or African American","Annotation of Total!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Annotation of Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Annotation of Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Total!!Estimate!!Households!!One race!!American Indian and Alaska Native","Annotation of Total!!Estimate!!Households!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Annotation of Total!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Annotation of Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Annotation of Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Total!!Estimate!!Households!!One race!!Asian","Annotation of Total!!Estimate!!Households!!One race!!Asian","Total!!Margin of Error!!Households!!One race!!Asian","Annotation of Total!!Margin of Error!!Households!!One race!!Asian","Median income (dollars)!!Estimate!!Households!!One race!!Asian","Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Annotation of Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Annotation of Median income (dollars)!!Estimate!!Households!!One race!!Asian","Total!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Annotation of Total!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Annotation of Total!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Annotation of Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Annotation of Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!Households!!One race!!Some other race","Total!!Margin of Error!!Households!!One race!!Some other race","Annotation of Total!!Margin of Error!!Households!!One race!!Some other race","Annotation of Total!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Annotation of Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Annotation of Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Total!!Estimate!!Households!!Two or more races","Total!!Margin of Error!!Households!!Two or more races","Annotation of Total!!Margin of Error!!Households!!Two or more races","Annotation of Total!!Estimate!!Households!!Two or more races","Median income (dollars)!!Estimate!!Households!!Two or more races","Annotation of Median income (dollars)!!Estimate!!Households!!Two or more races","Median income (dollars)!!Margin of Error!!Households!!Two or more races","Annotation of Median income (dollars)!!Margin of Error!!Households!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Annotation of Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Annotation of Total!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Annotation of Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Annotation of Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Annotation of Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Annotation of Total!!Margin of Error!!White alone, not Hispanic or Latino","Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Annotation of Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Annotation of Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Annotation of Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Annotation of Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Annotation of Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Annotation of Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Annotation of Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Annotation of Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Annotation of Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Annotation of Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Annotation of Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Annotation of Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Annotation of Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Annotation of Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Annotation of Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Annotation of Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Annotation of Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Annotation of Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Estimate!!FAMILIES!!Families","Annotation of Total!!Estimate!!FAMILIES!!Families","Total!!Margin of Error!!FAMILIES!!Families","Annotation of Total!!Margin of Error!!FAMILIES!!Families","Median income (dollars)!!Estimate!!FAMILIES!!Families","Annotation of Median income (dollars)!!Estimate!!FAMILIES!!Families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Annotation of Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Total!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Annotation of Total!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Annotation of Total!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Annotation of Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Annotation of Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Total!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Annotation of Total!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Annotation of Total!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Annotation of Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Annotation of Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Total!!Estimate!!FAMILIES!!Families!!Married-couple families","Total!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Annotation of Total!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Annotation of Total!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Annotation of Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Annotation of Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Total!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Total!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Annotation of Total!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Annotation of Total!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Annotation of Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Annotation of Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Total!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Total!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Annotation of Total!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Annotation of Total!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Annotation of Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Annotation of Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Annotation of Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Annotation of Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Annotation of Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Annotation of Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Annotation of Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Annotation of Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Annotation of Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Annotation of Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Annotation of Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Annotation of Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Annotation of Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Annotation of Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Annotation of Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Annotation of Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Annotation of Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Annotation of Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Annotation of Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Annotation of Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Annotation of Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Annotation of Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Annotation of Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Annotation of Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Annotation of Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Annotation of Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Annotation of Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Annotation of Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Annotation of Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Annotation of Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Total!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Total!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"8600000US06390","ZCTA5 06390","134","null","54","null","151083","13297","null","null","100.0","19.9","null","null","151083","null","13297","null","0.0","19.9","null","null","-","-","**","**","0.0","null","19.9","null","-","**","**","-","0.0","null","19.9","null","-","**","**","-","0.0","null","19.9","null","-","**","**","-","0.0","19.9","null","null","-","-","**","**","0.0","19.9","null","null","-","-","**","**","0.0","19.9","null","null","-","**","**","-","100.0","null","19.9","null","151083","13297","null","null","1.5","null","2.1","null","-","**","**","-","3.7","null","4.9","null","128750","null","45106","null","63.4","null","19.3","null","172583","58844","null","null","31.3","19.2","null","null","144833","null","11754","null","94","null","43","null","147500","null","19625","null","8.5","null","11.4","null","128750","null","6561","null","91.5","11.4","null","null","150333","null","24538","null","84.0","20.8","null","null","151250","33967","null","null","16.0","20.8","null","null","-","-","**","**","0.0","26.8","null","null","-","**","**","-","40","null","33","null","(X)","(X)","(X)","(X)","42.5","null","43.4","null","(X)","(X)","(X)","(X)","42.5","null","43.4","null","(X)","(X)","(X)","(X)","0.0","45.1","null","null","(X)","(X)","(X)","(X)","57.5","43.4","null","null","(X)","(X)","(X)","(X)","17.5","null","22.4","null","(X)","(X)","(X)","(X)","40.0","null","45.6","null","(X)","(X)","(X)","(X)","41.0","(X)","(X)","null","(X)","(X)","(X)","(X)","56.4","(X)","(X)","null","(X)","(X)","(X)","(X)","5.0","(X)","(X)","null","(X)","(X)","(X)","(X)",
"8600000US10001","ZCTA5 10001","11639","null","506","null","86801","10346","null","null","67.9","3.6","null","null","102466","null","11708","null","8.0","2.5","null","null","26458","null","22974","null","0.2","null","0.3","null","(X)","(X)","(X)","(X)","18.1","null","2.6","null","65236","14479","null","null","0.0","null","0.3","null","-","**","**","-","2.8","1.5","null","null","(X)","(X)","(X)","(X)","2.8","1.2","null","null","47218","null","19684","null","11.8","2.0","null","null","38438","28846","null","null","60.8","null","3.2","null","115895","12301","null","null","6.0","null","1.3","null","56429","21859","null","null","45.0","null","3.6","null","116273","null","13238","null","31.2","null","3.4","null","76633","13748","null","null","17.8","2.0","null","null","34009","null","6740","null","3668","null","451","null","91418","null","12053","null","32.1","null","7.2","null","91824","null","69595","null","67.9","7.2","null","null","91322","null","14516","null","74.5","6.8","null","null","(X)","(X)","(X)","(X)","14.8","5.6","null","null","(X)","(X)","(X)","(X)","10.7","5.1","null","null","(X)","(X)","(X)","(X)","7971","null","524","null","80823","11337","null","null","47.7","null","4.3","null","(X)","(X)","(X)","(X)","39.3","null","4.0","null","(X)","(X)","(X)","(X)","8.3","2.2","null","null","(X)","(X)","(X)","(X)","52.3","4.3","null","null","(X)","(X)","(X)","(X)","38.9","null","4.7","null","(X)","(X)","(X)","(X)","13.4","null","2.4","null","(X)","(X)","(X)","(X)","24.0","(X)","(X)","null","(X)","(X)","(X)","(X)","33.5","(X)","(X)","null","(X)","(X)","(X)","(X)","19.6","(X)","(X)","null","(X)","(X)","(X)","(X)",
